feature,missing_count,missing_rate,classification
CNT_FAM_MEMBERS,1,4.645609666584594e-06,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
REGION_RATING_CLIENT,0,0.0,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
REGION_RATING_CLIENT_W_CITY,0,0.0,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
WEEKDAY_APPR_PROCESS_START,0,0.0,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
HOUR_APPR_PROCESS_START,0,0.0,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
REG_REGION_NOT_LIVE_REGION,0,0.0,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
REG_REGION_NOT_WORK_REGION,0,0.0,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
LIVE_REGION_NOT_WORK_REGION,0,0.0,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
REG_CITY_NOT_LIVE_CITY,0,0.0,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
REG_CITY_NOT_WORK_CITY,0,0.0,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
LIVE_CITY_NOT_WORK_CITY,0,0.0,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
ORGANIZATION_TYPE,0,0.0,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
EXT_SOURCE_1,121373,0.563851582062372,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
EXT_SOURCE_2,464,0.002155562885295252,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
EXT_SOURCE_3,42680,0.19827462056983047,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
APARTMENTS_AVG,109076,0.5067245199923812,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
BASEMENTAREA_AVG,125793,0.5843851767886759,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
YEARS_BEGINEXPLUATATION_AVG,104910,0.4873709101213898,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
YEARS_BUILD_AVG,143036,0.664489424269594,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
COMMONAREA_AVG,150300,0.6982351328876645,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
ELEVATORS_AVG,114570,0.5322474995005969,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
ENTRANCES_AVG,108270,0.502980158601114,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
FLOORSMAX_AVG,106970,0.49694086603455406,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
FLOORSMIN_AVG,146054,0.6785098742433463,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
LANDAREA_AVG,127644,0.592984200281524,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
LIVINGAPARTMENTS_AVG,147049,0.683132255861598,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
LIVINGAREA_AVG,107990,0.5016793878944703,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
NONLIVINGAPARTMENTS_AVG,149354,0.6938403861430755,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
NONLIVINGAREA_AVG,118577,0.5508624574346014,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
FONDKAPREMONT_MODE,147099,0.6833645363449272,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
HOUSETYPE_MODE,107834,0.5009546727864831,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
TOTALAREA_MODE,103833,0.4823675885104782,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
WALLSMATERIAL_MODE,109329,0.507899859238027,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
EMERGENCYSTATE_MODE,101963,0.473680298433965,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
OBS_30_CNT_SOCIAL_CIRCLE,714,0.0033169653019414,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
DEF_30_CNT_SOCIAL_CIRCLE,714,0.0033169653019414,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
OBS_60_CNT_SOCIAL_CIRCLE,714,0.0033169653019414,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
DEF_60_CNT_SOCIAL_CIRCLE,714,0.0033169653019414,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
DAYS_LAST_PHONE_CHANGE,1,4.645609666584594e-06,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
FLAG_DOCUMENT_3,0,0.0,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
FLAG_DOCUMENT_5,0,0.0,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
FLAG_DOCUMENT_6,0,0.0,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
FLAG_DOCUMENT_8,0,0.0,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
FLAG_DOCUMENT_9,0,0.0,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
FLAG_DOCUMENT_11,0,0.0,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
FLAG_DOCUMENT_13,0,0.0,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
FLAG_DOCUMENT_14,0,0.0,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
FLAG_DOCUMENT_16,0,0.0,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
FLAG_DOCUMENT_18,0,0.0,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
FLAG_DOCUMENT_20,0,0.0,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
FLAG_DOCUMENT_21,0,0.0,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
AMT_REQ_CREDIT_BUREAU_HOUR,29081,0.13509897471394658,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
AMT_REQ_CREDIT_BUREAU_DAY,29081,0.13509897471394658,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
AMT_REQ_CREDIT_BUREAU_WEEK,29081,0.13509897471394658,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
AMT_REQ_CREDIT_BUREAU_MON,29081,0.13509897471394658,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
AMT_REQ_CREDIT_BUREAU_QRT,29081,0.13509897471394658,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
AMT_REQ_CREDIT_BUREAU_YEAR,29081,0.13509897471394658,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
BUREAU_ACCOUNT_COUNT,30836,0.14325201967880255,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
BUREAU_ACTIVE_COUNT,30836,0.14325201967880255,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
BUREAU_CLOSED_COUNT,30836,0.14325201967880255,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
BUREAU_SOLD_COUNT,30836,0.14325201967880255,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
BUREAU_BAD_DEBT_COUNT,30836,0.14325201967880255,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
BUREAU_CREDIT_SUM_TOTAL,30836,0.14325201967880255,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
BUREAU_CREDIT_SUM_MEAN,30836,0.14325201967880255,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
BUREAU_CREDIT_SUM_MAX,30836,0.14325201967880255,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
BUREAU_DEBT_TOTAL,30836,0.14325201967880255,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
BUREAU_DEBT_MEAN,36039,0.1674231267740422,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
BUREAU_DEBT_MAX,36039,0.1674231267740422,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
BUREAU_DEBT_REPORTED_COUNT,30836,0.14325201967880255,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
BUREAU_POSITIVE_DEBT_TOTAL,30836,0.14325201967880255,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
BUREAU_POSITIVE_DEBT_MEAN,36039,0.1674231267740422,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
BUREAU_POSITIVE_DEBT_MAX,36039,0.1674231267740422,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
BUREAU_NEGATIVE_DEBT_ACCOUNT_COUNT,30836,0.14325201967880255,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
BUREAU_OVERDUE_ACCOUNT_COUNT,30836,0.14325201967880255,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
BUREAU_OVERDUE_DAYS_MAX,30836,0.14325201967880255,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
BUREAU_OVERDUE_AMOUNT_TOTAL,30836,0.14325201967880255,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
BUREAU_OVERDUE_AMOUNT_MAX,30836,0.14325201967880255,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
BUREAU_OLDEST_CREDIT_DAYS,30836,0.14325201967880255,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
BUREAU_MOST_RECENT_CREDIT_DAYS,30836,0.14325201967880255,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
BUREAU_AVG_CREDIT_DAYS,30836,0.14325201967880255,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
BUREAU_PROLONGATION_ACCOUNT_COUNT,30836,0.14325201967880255,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
BUREAU_PROLONGATION_TOTAL,30836,0.14325201967880255,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
BUREAU_PROLONGATION_MAX,30836,0.14325201967880255,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
BUREAU_CREDIT_LIMIT_TOTAL,30836,0.14325201967880255,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
BUREAU_CREDIT_LIMIT_MAX,45585,0.21177011665125872,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
BUREAU_CREDIT_LIMIT_REPORTED_COUNT,30836,0.14325201967880255,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
BUREAU_MAX_OVERDUE_AMOUNT_MAX,86638,0.40248633029355607,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
BUREAU_MAX_OVERDUE_AMOUNT_MEAN,86638,0.40248633029355607,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
BUREAU_MAX_OVERDUE_REPORTED_COUNT,30836,0.14325201967880255,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
BUREAU_ANNUITY_AVAILABLE_COUNT,30836,0.14325201967880255,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
BUREAU_ANNUITY_MEAN,159480,0.7408818296269111,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
BUREAU_ANNUITY_MAX,159480,0.7408818296269111,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
BUREAU_ENDDATE_AFTER_APPLICATION_COUNT,30836,0.14325201967880255,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
BUREAU_ENDDATE_MEAN,32432,0.15066641270667155,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
BUREAU_ENDDATE_MIN,32432,0.15066641270667155,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
BUREAU_ENDDATE_MAX,32432,0.15066641270667155,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
BUREAU_FACT_ENDDATE_REPORTED_COUNT,30836,0.14325201967880255,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
BUREAU_CONSUMER_CREDIT_COUNT,30836,0.14325201967880255,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
BUREAU_CREDIT_CARD_COUNT,30836,0.14325201967880255,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
BUREAU_CAR_LOAN_COUNT,30836,0.14325201967880255,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
BUREAU_MORTGAGE_COUNT,30836,0.14325201967880255,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
BUREAU_OTHER_CREDIT_COUNT,30836,0.14325201967880255,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
BUREAU_UNIQUE_CREDIT_TYPE_COUNT,30836,0.14325201967880255,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
BUREAU_ACTIVE_RATIO,30836,0.14325201967880255,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
BUREAU_OVERDUE_RATIO,30836,0.14325201967880255,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
BUREAU_ANNUITY_MISSING_RATE,30836,0.14325201967880255,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
BUREAU_DEBT_MISSING_RATE,30836,0.14325201967880255,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
BUREAU_DEBT_TO_CREDIT_RATIO,36882,0.171339375722973,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
HAS_BUREAU_HISTORY,0,0.0,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
PREV_APPLICATION_COUNT,11456,0.053220104340393114,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
PREV_APPROVED_COUNT,11456,0.053220104340393114,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
PREV_REFUSED_COUNT,11456,0.053220104340393114,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
PREV_CANCELED_COUNT,11456,0.053220104340393114,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
PREV_UNUSED_COUNT,11456,0.053220104340393114,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
PREV_APPLICATION_TOTAL,11456,0.053220104340393114,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
PREV_APPLICATION_MEAN,11456,0.053220104340393114,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
PREV_APPLICATION_MAX,11456,0.053220104340393114,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
PREV_CREDIT_TOTAL,11456,0.053220104340393114,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
PREV_CREDIT_MEAN,11456,0.053220104340393114,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
PREV_CREDIT_MAX,11456,0.053220104340393114,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
PREV_APPROVED_APPLICATION_TOTAL,11456,0.053220104340393114,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
PREV_APPROVED_CREDIT_TOTAL,11456,0.053220104340393114,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
PREV_DOWN_PAYMENT_MEAN,23703,0.11011488592705464,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
PREV_DOWN_PAYMENT_MAX,23703,0.11011488592705464,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
PREV_ANNUITY_MEAN,11752,0.05459520480170215,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
PREV_ANNUITY_MAX,11752,0.05459520480170215,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
PREV_CNT_PAYMENT_MEAN,11752,0.05459520480170215,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
PREV_CNT_PAYMENT_MAX,11752,0.05459520480170215,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
PREV_REPEATER_COUNT,11456,0.053220104340393114,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
PREV_NEW_CLIENT_COUNT,11456,0.053220104340393114,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
PREV_REFRESHED_CLIENT_COUNT,11456,0.053220104340393114,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
PREV_XNA_CLIENT_TYPE_COUNT,11456,0.053220104340393114,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
PREV_CONTRACT_TYPE_NUNIQUE,11456,0.053220104340393114,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
PREV_PRODUCT_COMBINATION_NUNIQUE,11456,0.053220104340393114,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
PREV_MOST_RECENT_DECISION_DAYS,11456,0.053220104340393114,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
PREV_OLDEST_DECISION_DAYS,11456,0.053220104340393114,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
PREV_AVG_DECISION_DAYS,11456,0.053220104340393114,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
PREV_FIRST_DUE_DAYS_MEAN,12744,0.05920364959095407,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
PREV_LAST_DUE_DAYS_MEAN,26751,0.12427470419080448,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
PREV_TERMINATION_DAYS_MEAN,28210,0.1310526486943514,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
PREV_APPROVAL_RATE,11456,0.053220104340393114,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
